Decimal,Fraction,Pitch,Series,Class,FractionCallout,DecimalCallout,Allowance,MajorMax,MajorMin,MajorMinE,PitchMax,PitchMin,MinorMax,MinorMin
1.500,1 1/2,16,UN,2B,1 1/2-16 UN 2B,1.500-16 UN 2B,-,-,1.5000,-,1.4662,1.4594,1.4460,1.4320
1.500,1 1/2,16,UN,3A,1 1/2-16 UN 3A,1.500-16 UN 3A,0,1.5000,1.4906,-,1.4594,1.4555,1.4255,-
1.500,1 1/2,16,UN,3B,1 1/2-16 UN 3B,1.500-16 UN 3B,-,-,1.5000,-,1.4645,1.4594,1.4408,1.4320
1.500,1 1/2,18,UNEF,2A,1 1/2-18 UNEF 2A,1.500-18 UNEF 2A,0.0015,1.4985,1.4898,-,1.4624,1.4574,1.4324,-
1.500,1 1/2,18,UNEF,2B,1 1/2-18 UNEF 2B,1.500-18 UNEF 2B,-,-,1.5000,-,1.4704,1.4639,1.4520,1.4400
1.500,1 1/2,18,UNEF,3A,1 1/2-18 UNEF 3A,1.500-18 UNEF 3A,0,1.5000,1.4913,-,1.4639,1.4602,1.4339,-
1.500,1 1/2,18,UNEF,3B,1 1/2-18 UNEF 3B,1.500-18 UNEF 3B,-,-,1.5000,-,1.4687,1.4639,1.4480,1.4400
1.500,1 1/2,20,UN,2A,1 1/2-20 UN 2A,1.500-20 UN 2A,0.0014,1.4986,1.4905,-,1.4661,1.4613,1.4391,-
1.500,1 1/2,20,UN,2B,1 1/2-20 UN 2B,1.500-20 UN 2B,-,-,1.5000,-,1.4737,1.4675,1.4570,1.4460
1.500,1 1/2,20,UN,3A,1 1/2-20 UN 3A,1.500-20 UN 3A,0,1.5000,1.4919,-,1.4675,1.4639,1.4405,-
1.500,1 1/2,20,UN,3B,1 1/2-20 UN 3B,1.500-20 UN 3B,-,-,1.5000,-,1.4721,1.4675,1.4537,1.4460
1.500,1 1/2,24,UNS,2A,1 1/2-24 UNS 2A,1.500-24 UNS 2A,0.0013,1.4987,1.4915,-,1.4716,1.4672,1.4491,-
1.500,1 1/2,24,UNS,2B,1 1/2-24 UNS 2B,1.500-24 UNS 2B,-,-,1.5000,-,1.4787,1.4729,1.4650,1.4550
1.500,1 1/2,28,UN,2A,1 1/2-28 UN 2A,1.500-28 UN 2A,0.0013,1.4987,1.4922,-,1.4755,1.4713,1.4561,-
1.500,1 1/2,28,UN,2B,1 1/2-28 UN 2B,1.500-28 UN 2B,-,-,1.5000,-,1.4823,1.4768,1.4700,1.4610
1.500,1 1/2,28,UN,3A,1 1/2-28 UN 3A,1.500-28 UN 3A,0,1.5000,1.4935,-,1.4768,1.4737,1.4574,-
1.500,1 1/2,28,UN,3B,1 1/2-28 UN 3B,1.500-28 UN 3B,-,-,1.5000,-,1.4809,1.4768,1.4676,1.4610
1.563,1 9/16,6,UN,2A,1 9/16-6 UN 2A,1.563-6 UN 2A,0.0024,1.5601,1.5419,-,1.4518,1.4436,1.3617,-
1.563,1 9/16,6,UN,2B,1 9/16-6 UN 2B,1.563-6 UN 2B,-,-,1.5625,-,1.4648,1.4542,1.4130,1.3820
1.563,1 9/16,6,UN,3A,1 9/16-6 UN 3A,1.563-6 UN 3A,0,1.5625,1.5443,-,1.4542,1.4481,1.3641,-
1.563,1 9/16,6,UN,3B,1 9/16-6 UN 3B,1.563-6 UN 3B,-,-,1.5625,-,1.4622,1.4542,1.4021,1.3820
1.563,1 9/16,8,UN,2A,1 9/16-8 UN 2A,1.563-8 UN 2A,0.0022,1.5603,1.5453,-,1.4791,1.4717,1.4115,-
1.563,1 9/16,8,UN,2B,1 9/16-8 UN 2B,1.563-8 UN 2B,-,-,1.5625,-,1.4909,1.4813,1.4520,1.4270
1.563,1 9/16,8,UN,3A,1 9/16-8 UN 3A,1.563-8 UN 3A,0,1.5625,1.5475,-,1.4813,1.4758,1.4137,-
1.563,1 9/16,8,UN,3B,1 9/16-8 UN 3B,1.563-8 UN 3B,-,-,1.5625,-,1.4885,1.4813,1.4422,1.4270
1.563,1 9/16,12,UN,2A,1 9/16-12 UN 2A,1.563-12 UN 2A,0.0018,1.5607,1.5493,-,1.5066,1.5007,1.4615,-
1.563,1 9/16,12,UN,2B,1 9/16-12 UN 2B,1.563-12 UN 2B,-,-,1.5625,-,1.5160,1.5084,1.4900,1.4720
1.563,1 9/16,12,UN,3A,1 9/16-12 UN 3A,1.563-12 UN 3A,0,1.5625,1.5511,-,1.5084,1.5040,1.4633,-
1.563,1 9/16,12,UN,3B,1 9/16-12 UN 3B,1.563-12 UN 3B,-,-,1.5625,-,1.5141,1.5084,1.4823,1.4720
1.563,1 9/16,16,UN,2A,1 9/16-16 UN 2A,1.563-16 UN 2A,0.0016,1.5609,1.5515,-,1.5203,1.5151,1.4864,-
1.563,1 9/16,16,UN,2B,1 9/16-16 UN 2B,1.563-16 UN 2B,-,-,1.5625,-,1.5287,1.5219,1.5090,1.4950
1.563,1 9/16,16,UN,3A,1 9/16-16 UN 3A,1.563-16 UN 3A,0,1.5625,1.5531,-,1.5219,1.5180,1.4880,-
1.563,1 9/16,16,UN,3B,1 9/16-16 UN 3B,1.563-16 UN 3B,-,-,1.5625,-,1.5270,1.5219,1.5033,1.4950
1.563,1 9/16,18,UNEF,2A,1 9/16-18 UNEF 2A,1.563-18 UNEF 2A,0.0015,1.5610,1.5523,-,1.5249,1.5199,1.4949,-
1.563,1 9/16,18,UNEF,2B,1 9/16-18 UNEF 2B,1.563-18 UNEF 2B,-,-,1.5625,-,1.5329,1.5264,1.5150,1.5020
1.563,1 9/16,18,UNEF,3A,1 9/16-18 UNEF 3A,1.563-18 UNEF 3A,0,1.5625,1.5538,-,1.5264,1.5227,1.4964,-
1.563,1 9/16,18,UNEF,3B,1 9/16-18 UNEF 3B,1.563-18 UNEF 3B,-,-,1.5625,-,1.5312,1.5264,1.5105,1.5020
1.563,1 9/16,20,UN,2A,1 9/16-20 UN 2A,1.563-20 UN 2A,0.0014,1.5611,1.5530,-,1.5286,1.5238,1.5016,-
1.563,1 9/16,20,UN,2B,1 9/16-20 UN 2B,1.563-20 UN 2B,-,-,1.5625,-,1.5362,1.5300,1.5200,1.5080
1.563,1 9/16,20,UN,3A,1 9/16-20 UN 3A,1.563-20 UN 3A,0,1.5625,1.5544,-,1.5300,1.5264,1.5030,-
1.563,1 9/16,20,UN,3B,1 9/16-20 UN 3B,1.563-20 UN 3B,-,-,1.5625,-,1.5346,1.5300,1.5162,1.5080
1.625,1 5/8,6,UN,2A,1 5/8-6 UN 2A,1.625-6 UN 2A,0.0025,1.6225,1.6043,-,1.5142,1.5060,1.4246,-
1.625,1 5/8,6,UN,2B,1 5/8-6 UN 2B,1.625-6 UN 2B,-,-,1.6250,-,1.5274,1.5167,1.4750,1.4450
1.625,1 5/8,6,UN,3A,1 5/8-6 UN 3A,1.625-6 UN 3A,0,1.6250,1.6068,-,1.5167,1.5105,1.4271,-
1.625,1 5/8,6,UN,3B,1 5/8-6 UN 3B,1.625-6 UN 3B,-,-,1.6250,-,1.5247,1.5167,1.4646,1.4450
1.625,1 5/8,8,UN,2A,1 5/8-8 UN 2A,1.625-8 UN 2A,0.0022,1.6228,1.6078,1.6003,1.5416,1.5342,1.4784,-
1.625,1 5/8,8,UN,2B,1 5/8-8 UN 2B,1.625-8 UN 2B,-,-,1.6250,-,1.5535,1.5438,1.5150,1.4900
1.625,1 5/8,8,UN,3A,1 5/8-8 UN 3A,1.625-8 UN 3A,0,1.6250,1.6100,-,1.5438,1.5382,1.4806,-
1.625,1 5/8,8,UN,3B,1 5/8-8 UN 3B,1.625-8 UN 3B,-,-,1.6250,-,1.5510,1.5438,1.5047,1.4900
1.625,1 5/8,10,UNS,2A,1 5/8-10 UNS 2A,1.625-10 UNS 2A,0.0019,1.6231,1.6102,-,1.5581,1.5517,1.5041,-
1.625,1 5/8,10,UNS,2B,1 5/8-10 UNS 2B,1.625-10 UNS 2B,-,-,1.6250,-,1.5683,1.5600,1.5380,1.5170
1.625,1 5/8,12,UN,2A,1 5/8-12 UN 2A,1.625-12 UN 2A,0.0018,1.6232,1.6118,-,1.5691,1.5632,1.5240,-
1.625,1 5/8,12,UN,2B,1 5/8-12 UN 2B,1.625-12 UN 2B,-,-,1.6250,-,1.5785,1.5709,1.5530,1.5350
1.625,1 5/8,12,UN,3A,1 5/8-12 UN 3A,1.625-12 UN 3A,0,1.6250,1.6136,-,1.5709,1.5665,1.5258,-
1.625,1 5/8,12,UN,3B,1 5/8-12 UN 3B,1.625-12 UN 3B,-,-,1.6250,-,1.5766,1.5709,1.5448,1.5350
1.625,1 5/8,14,UNS,2A,1 5/8-14 UNS 2A,1.625-14 UNS 2A,0.0017,1.6233,1.6130,-,1.5769,1.5714,1.5383,-
1.625,1 5/8,14,UNS,2B,1 5/8-14 UNS 2B,1.625-14 UNS 2B,-,-,1.6250,-,1.5858,1.5786,1.5640,1.5480
1.625,1 5/8,16,UN,2A,1 5/8-16 UN 2A,1.625-16 UN 2A,0.0016,1.6234,1.6140,-,1.5828,1.5776,1.5489,-
1.625,1 5/8,16,UN,2B,1 5/8-16 UN 2B,1.625-16 UN 2B,-,-,1.6250,-,1.5912,1.5844,1.5710,1.5570
1.625,1 5/8,16,UN,3A,1 5/8-16 UN 3A,1.625-16 UN 3A,0,1.6250,1.6156,-,1.5844,1.5805,1.5505,-
1.625,1 5/8,16,UN,3B,1 5/8-16 UN 3B,1.625-16 UN 3B,-,-,1.6250,-,1.5895,1.5844,1.5658,1.5570
1.625,1 5/8,18,UNEF,2A,1 5/8-18 UNEF 2A,1.625-18 UNEF 2A,0.0015,1.6235,1.6148,-,1.5874,1.5824,1.5574,-
1.625,1 5/8,18,UNEF,2B,1 5/8-18 UNEF 2B,1.625-18 UNEF 2B,-,-,1.6250,-,1.5954,1.5889,1.5780,1.5650
1.625,1 5/8,18,UNEF,3A,1 5/8-18 UNEF 3A,1.625-18 UNEF 3A,0,1.6250,1.6163,-,1.5889,1.5852,1.5589,-
1.625,1 5/8,18,UNEF,3B,1 5/8-18 UNEF 3B,1.625-18 UNEF 3B,-,-,1.6250,-,1.5937,1.5889,1.5730,1.5650
1.625,1 5/8,20,UN,2A,1 5/8-20 UN 2A,1.625-20 UN 2A,0.0014,1.6236,1.6155,-,1.5911,1.5863,1.5641,-
1.625,1 5/8,20,UN,2B,1 5/8-20 UN 2B,1.625-20 UN 2B,-,-,1.6250,-,1.5987,1.5925,1.5820,1.5710
1.625,1 5/8,20,UN,3A,1 5/8-20 UN 3A,1.625-20 UN 3A,0,1.6250,1.6169,-,1.5925,1.5889,1.5655,-
1.625,1 5/8,20,UN,3B,1 5/8-20 UN 3B,1.625-20 UN 3B,-,-,1.6250,-,1.5971,1.5925,1.5787,1.5710
1.625,1 5/8,24,UNS,2A,1 5/8-24 UNS 2A,1.625-24 UNS 2A,0.0013,1.6237,1.6165,-,1.5966,1.5922,1.5741,-
1.625,1 5/8,24,UNS,2B,1 5/8-24 UNS 2B,1.625-24 UNS 2B,-,-,1.6250,-,1.6037,1.5979,1.5900,1.5800
1.688,1 11/16,6,UN,2A,1 11/16-6 UN 2A,1.688-6 UN 2A,0.0025,1.6850,1.6668,-,1.5767,1.5684,1.4866,-
1.688,1 11/16,6,UN,2B,1 11/16-6 UN 2B,1.688-6 UN 2B,-,-,1.6875,-,1.5900,1.5792,1.5380,1.5070
1.688,1 11/16,6,UN,3A,1 11/16-6 UN 3A,1.688-6 UN 3A,0,1.6875,1.6693,-,1.5792,1.5730,1.4891,-
1.688,1 11/16,6,UN,3B,1 11/16-6 UN 3B,1.688-6 UN 3B,-,-,1.6875,-,1.5873,1.5792,1.5271,1.5070
1.688,1 11/16,8,UN,2A,1 11/16-8 UN 2A,1.688-8 UN 2A,0.0022,1.6853,1.6703,-,1.6041,1.5966,1.5365,-
1.688,1 11/16,8,UN,2B,1 11/16-8 UN 2B,1.688-8 UN 2B,-,-,1.6875,-,1.6160,1.6063,1.5770,1.5520
1.688,1 11/16,8,UN,3A,1 11/16-8 UN 3A,1.688-8 UN 3A,0,1.6875,1.6725,-,1.6063,1.6007,1.5387,-
1.688,1 11/16,8,UN,3B,1 11/16-8 UN 3B,1.688-8 UN 3B,-,-,1.6875,-,1.6136,1.6063,1.5672,1.5520
1.688,1 11/16,12,UN,2A,1 11/16-12 UN 2A,1.688-12 UN 2A,0.0018,1.6857,1.6743,-,1.6316,1.6256,1.5865,-
1.688,1 11/16,12,UN,2B,1 11/16-12 UN 2B,1.688-12 UN 2B,-,-,1.6875,-,1.6412,1.6334,1.6150,1.5970
1.688,1 11/16,12,UN,3A,1 11/16-12 UN 3A,1.688-12 UN 3A,0,1.6875,1.6761,-,1.6334,1.6289,1.5883,-
1.688,1 11/16,12,UN,3B,1 11/16-12 UN 3B,1.688-12 UN 3B,-,-,1.6875,-,1.6392,1.6334,1.6073,1.5970
1.688,1 11/16,16,UN,2A,1 11/16-16 UN 2A,1.688-16 UN 2A,0.0016,1.6859,1.6765,-,1.6453,1.6400,1.6114,-
1.688,1 11/16,16,UN,2B,1 11/16-16 UN 2B,1.688-16 UN 2B,-,-,1.6875,-,1.6538,1.6469,1.6340,1.6200
1.688,1 11/16,16,UN,3A,1 11/16-16 UN 3A,1.688-16 UN 3A,0,1.6875,1.6781,-,1.6469,1.6429,1.6130,-
1.688,1 11/16,16,UN,3B,1 11/16-16 UN 3B,1.688-16 UN 3B,-,-,1.6875,-,1.6521,1.6469,1.6283,1.6200
1.688,1 11/16,18,UNEF,2A,1 11/16-18 UNEF 2A,1.688-18 UNEF 2A,0.0015,1.6860,1.6773,-,1.6499,1.6448,1.6199,-
1.688,1 11/16,18,UNEF,2B,1 11/16-18 UNEF 2B,1.688-18 UNEF 2B,-,-,1.6875,-,1.6580,1.6514,1.6400,1.6270
1.688,1 11/16,18,UNEF,3A,1 11/16-18 UNEF 3A,1.688-18 UNEF 3A,0,1.6875,1.6788,-,1.6514,1.6476,1.6214,-
1.688,1 11/16,18,UNEF,3B,1 11/16-18 UNEF 3B,1.688-18 UNEF 3B,-,-,1.6875,-,1.6563,1.6514,1.6355,1.6270
1.688,1 11/16,20,UN,2A,1 11/16-20 UN 2A,1.688-20 UN 2A,0.0015,1.6860,1.6779,-,1.6535,1.6487,1.6265,-
1.688,1 11/16,20,UN,2B,1 11/16-20 UN 2B,1.688-20 UN 2B,-,-,1.6875,-,1.6613,1.6550,1.6450,1.6330
1.688,1 11/16,20,UN,3A,1 11/16-20 UN 3A,1.688-20 UN 3A,0,1.6875,1.6794,-,1.6550,1.6514,1.6280,-
1.688,1 11/16,20,UN,3B,1 11/16-20 UN 3B,1.688-20 UN 3B,-,-,1.6875,-,1.6597,1.6550,1.6412,1.6330
1.750,1 3/4,5,UNC,1A,1 3/4-5 UNC 1A,1.750-5 UNC 1A,0.0027,1.7473,1.7165,-,1.6174,1.6040,1.5092,-
1.750,1 3/4,5,UNC,1B,1 3/4-5 UNC 1B,1.750-5 UNC 1B,-,-,1.7500,-,1.6375,1.6201,1.5680,1.5340
1.750,1 3/4,5,UNC,2A,1 3/4-5 UNC 2A,1.750-5 UNC 2A,0.0027,1.7473,1.7268,1.7165,1.6174,1.6085,1.5092,-
1.750,1 3/4,5,UNC,2B,1 3/4-5 UNC 2B,1.750-5 UNC 2B,-,-,1.7500,-,1.6317,1.6201,1.5680,1.5340
1.750,1 3/4,5,UNC,3A,1 3/4-5 UNC 3A,1.750-5 UNC 3A,0,1.7500,1.7295,-,1.6201,1.6134,1.5119,-
1.750,1 3/4,5,UNC,3B,1 3/4-5 UNC 3B,1.750-5 UNC 3B,-,-,1.7500,-,1.6288,1.6201,1.5575,1.5340
1.750,1 3/4,6,UN,2A,1 3/4-6 UN 2A,1.750-6 UN 2A,0.0025,1.7475,1.7293,-,1.6392,1.6309,1.5491,-
1.750,1 3/4,6,UN,2B,1 3/4-6 UN 2B,1.750-6 UN 2B,-,-,1.7500,-,1.6525,1.6417,1.6000,1.5700
1.750,1 3/4,6,UN,3A,1 3/4-6 UN 3A,1.750-6 UN 3A,0,1.7500,1.7318,-,1.6417,1.6354,1.5516,-
1.750,1 3/4,6,UN,3B,1 3/4-6 UN 3B,1.750-6 UN 3B,-,-,1.7500,-,1.6498,1.6417,1.5896,1.5700
1.750,1 3/4,8,UN,2A,1 3/4-8 UN 2A,1.750-8 UN 2A,0.0023,1.7477,1.7327,1.7252,1.6665,1.6590,1.5989,-
1.750,1 3/4,8,UN,2B,1 3/4-8 UN 2B,1.750-8 UN 2B,-,-,1.7500,-,1.6786,1.6688,1.6400,1.6150
1.750,1 3/4,8,UN,3A,1 3/4-8 UN 3A,1.750-8 UN 3A,0,1.7500,1.7350,-,1.6688,1.6632,1.6012,-
1.750,1 3/4,8,UN,3B,1 3/4-8 UN 3B,1.750-8 UN 3B,-,-,1.7500,-,1.6762,1.6688,1.6297,1.6150
1.750,1 3/4,10,UNS,2A,1 3/4-10 UNS 2A,1.750-10 UNS 2A,0.0019,1.7481,1.7352,-,1.6831,1.6766,1.6291,-
1.750,1 3/4,10,UNS,2B,1 3/4-10 UNS 2B,1.750-10 UNS 2B,-,-,1.7500,-,1.6934,1.6850,1.6630,1.6420
1.750,1 3/4,12,UN,2A,1 3/4-12 UN 2A,1.750-12 UN 2A,0.0018,1.7482,1.7368,-,1.6941,1.6881,1.6490,-
1.750,1 3/4,12,UN,2B,1 3/4-12 UN 2B,1.750-12 UN 2B,-,-,1.7500,-,1.7037,1.6959,1.6780,1.6600
1.750,1 3/4,12,UN,3A,1 3/4-12 UN 3A,1.750-12 UN 3A,0,1.7500,1.7386,-,1.6959,1.6914,1.6508,-
1.750,1 3/4,12,UN,3B,1 3/4-12 UN 3B,1.750-12 UN 3B,-,-,1.7500,-,1.7017,1.6959,1.6698,1.6600
1.750,1 3/4,14,UNS,2A,1 3/4-14 UNS 2A,1.750-14 UNS 2A,0.0017,1.7483,1.7380,-,1.7019,1.6963,1.6632,-
1.750,1 3/4,14,UNS,2B,1 3/4-14 UNS 2B,1.750-14 UNS 2B,-,-,1.7500,-,1.7109,1.7036,1.6880,1.6730
1.750,1 3/4,16,UN,2A,1 3/4-16 UN 2A,1.750-16 UN 2A,0.0016,1.7484,1.7390,-,1.7078,1.7025,1.6739,-
1.750,1 3/4,16,UN,2B,1 3/4-16 UN 2B,1.750-16 UN 2B,-,-,1.7500,-,1.7163,1.7094,1.6960,1.6820
1.750,1 3/4,16,UN,3A,1 3/4-16 UN 3A,1.750-16 UN 3A,0,1.7500,1.7406,-,1.7094,1.7054,1.6755,-
1.750,1 3/4,16,UN,3B,1 3/4-16 UN 3B,1.750-16 UN 3B,-,-,1.7500,-,1.7146,1.7094,1.6908,1.6820
1.750,1 3/4,18,UNS,2A,1 3/4-18 UNS 2A,1.750-18 UNS 2A,0.0015,1.7485,1.7398,-,1.7124,1.7073,1.6824,-
1.750,1 3/4,18,UNS,2B,1 3/4-18 UNS 2B,1.750-18 UNS 2B,-,-,1.7500,-,1.7205,1.7139,1.7030,1.6900
1.750,1 3/4,20,UN,2A,1 3/4-20 UN 2A,1.750-20 UN 2A,0.0015,1.7485,1.7404,-,1.7160,1.7112,1.6890,-
1.750,1 3/4,20,UN,2B,1 3/4-20 UN 2B,1.750-20 UN 2B,-,-,1.7500,-,1.7238,1.7175,1.7070,1.6960
1.750,1 3/4,20,UN,3A,1 3/4-20 UN 3A,1.750-20 UN 3A,0,1.7500,1.7419,-,1.7175,1.7139,1.6905,-
1.750,1 3/4,20,UN,3B,1 3/4-20 UN 3B,1.750-20 UN 3B,-,-,1.7500,-,1.7222,1.7175,1.7037,1.6960
1.813,1 13/16,6,UN,2A,1 13/16-6 UN 2A,1.813-6 UN 2A,0.0025,1.8100,1.7918,-,1.7017,1.6933,1.6116,-
1.813,1 13/16,6,UN,2B,1 13/16-6 UN 2B,1.813-6 UN 2B,-,-,1.8125,-,1.7151,1.7042,1.6630,1.6320
1.813,1 13/16,6,UN,3A,1 13/16-6 UN 3A,1.813-6 UN 3A,0,1.8125,1.7943,-,1.7042,1.6979,1.6141,-
1.813,1 13/16,6,UN,3B,1 13/16-6 UN 3B,1.813-6 UN 3B,-,-,1.8125,-,1.7124,1.7042,1.6521,1.6320
1.813,1 13/16,8,UN,2A,1 13/16-8 UN 2A,1.813-8 UN 2A,0.0023,1.8102,1.7952,-,1.7290,1.7214,1.6614,-
1.813,1 13/16,8,UN,2B,1 13/16-8 UN 2B,1.813-8 UN 2B,-,-,1.8125,-,1.7412,1.7313,1.7020,1.6770
1.813,1 13/16,8,UN,3A,1 13/16-8 UN 3A,1.813-8 UN 3A,0,1.8125,1.7975,-,1.7313,1.7256,1.6637,-
1.813,1 13/16,8,UN,3B,1 13/16-8 UN 3B,1.813-8 UN 3B,-,-,1.8125,-,1.7387,1.7313,1.6922,1.6770
1.813,1 13/16,12,UN,2A,1 13/16-12 UN 2A,1.813-12 UN 2A,0.0018,1.8107,1.7993,-,1.7566,1.7506,1.7115,-
1.813,1 13/16,12,UN,2B,1 13/16-12 UN 2B,1.813-12 UN 2B,-,-,1.8125,-,1.7662,1.7584,1.7400,1.7220
1.813,1 13/16,12,UN,3A,1 13/16-12 UN 3A,1.813-12 UN 3A,0,1.8125,1.8011,-,1.7584,1.7539,1.7133,-
1.813,1 13/16,12,UN,3B,1 13/16-12 UN 3B,1.813-12 UN 3B,-,-,1.8125,-,1.7642,1.7584,1.7323,1.7220
1.813,1 13/16,16,UN,2A,1 13/16-16 UN 2A,1.813-16 UN 2A,0.0016,1.8109,1.8015,-,1.7703,1.7650,1.7364,-
1.813,1 13/16,16,UN,2B,1 13/16-16 UN 2B,1.813-16 UN 2B,-,-,1.8125,-,1.7788,1.7719,1.7590,1.7450
1.813,1 13/16,16,UN,3A,1 13/16-16 UN 3A,1.813-16 UN 3A,0,1.8125,1.8031,-,1.7719,1.7679,1.7380,-
1.813,1 13/16,16,UN,3B,1 13/16-16 UN 3B,1.813-16 UN 3B,-,-,1.8125,-,1.7771,1.7719,1.7533,1.7450
1.813,1 13/16,20,UN,2A,1 13/16-20 UN 2A,1.813-20 UN 2A,0.0015,1.8110,1.8029,-,1.7785,1.7737,1.7515,-
1.813,1 13/16,20,UN,2B,1 13/16-20 UN 2B,1.813-20 UN 2B,-,-,1.8125,-,1.7863,1.7800,1.7700,1.7580
1.813,1 13/16,20,UN,3A,1 13/16-20 UN 3A,1.813-20 UN 3A,0,1.8125,1.8044,-,1.7800,1.7764,1.7530,-
1.813,1 13/16,20,UN,3B,1 13/16-20 UN 3B,1.813-20 UN 3B,-,-,1.8125,-,1.7847,1.7800,1.7662,1.7580
1.875,1 7/8,6,UN,2A,1 7/8-6 UN 2A,1.875-6 UN 2A,0.0025,1.8725,1.8543,-,1.7642,1.7558,1.6741,-
1.875,1 7/8,6,UN,2B,1 7/8-6 UN 2B,1.875-6 UN 2B,-,-,1.8750,-,1.7777,1.7667,1.7250,1.6950
1.875,1 7/8,6,UN,3A,1 7/8-6 UN 3A,1.875-6 UN 3A,0,1.8750,1.8568,-,1.7667,1.7604,1.6766,-
1.875,1 7/8,6,UN,3B,1 7/8-6 UN 3B,1.875-6 UN 3B,-,-,1.8750,-,1.7749,1.7667,1.7146,1.6950
1.875,1 7/8,8,UN,2A,1 7/8-8 UN 2A,1.875-8 UN 2A,0.0023,1.8727,1.8577,1.8502,1.7915,1.7838,1.7239,-
1.875,1 7/8,8,UN,2B,1 7/8-8 UN 2B,1.875-8 UN 2B,-,-,1.8750,-,1.8038,1.7938,1.7650,1.7400
1.875,1 7/8,8,UN,3A,1 7/8-8 UN 3A,1.875-8 UN 3A,0,1.8750,1.8600,-,1.7938,1.7881,1.7262,-
1.875,1 7/8,8,UN,3B,1 7/8-8 UN 3B,1.875-8 UN 3B,-,-,1.8750,-,1.8013,1.7938,1.7547,1.7400
1.875,1 7/8,10,UNS,2A,1 7/8-10 UNS 2A,1.875-10 UNS 2A,0.0019,1.8731,1.8602,-,1.8081,1.8016,1.7541,-
1.875,1 7/8,10,UNS,2B,1 7/8-10 UNS 2B,1.875-10 UNS 2B,-,-,1.8750,-,1.8184,1.8100,1.7880,1.7670
1.875,1 7/8,12,UN,2A,1 7/8-12 UN 2A,1.875-12 UN 2A,0.0018,1.8732,1.8618,-,1.8191,1.8131,1.7740,-
1.875,1 7/8,12,UN,2B,1 7/8-12 UN 2B,1.875-12 UN 2B,-,-,1.8750,-,1.8287,1.8209,1.8030,1.7850
1.875,1 7/8,12,UN,3A,1 7/8-12 UN 3A,1.875-12 UN 3A,0,1.8750,1.8636,-,1.8209,1.8164,1.7758,-
1.875,1 7/8,12,UN,3B,1 7/8-12 UN 3B,1.875-12 UN 3B,-,-,1.8750,-,1.8267,1.8209,1.7948,1.7850
1.875,1 7/8,14,UNS,2A,1 7/8-14 UNS 2A,1.875-14 UNS 2A,0.0017,1.8733,1.8630,-,1.8269,1.8213,1.7883,-
1.875,1 7/8,14,UNS,2B,1 7/8-14 UNS 2B,1.875-14 UNS 2B,-,-,1.8750,-,1.8359,1.8286,1.8140,1.7980
1.875,1 7/8,16,UN,2A,1 7/8-16 UN 2A,1.875-16 UN 2A,0.0016,1.8734,1.8640,-,1.8328,1.8275,1.7989,-
1.875,1 7/8,16,UN,2B,1 7/8-16 UN 2B,1.875-16 UN 2B,-,-,1.8750,-,1.8413,1.8344,1.8210,1.8070
1.875,1 7/8,16,UN,3A,1 7/8-16 UN 3A,1.875-16 UN 3A,0,1.8750,1.8656,-,1.8344,1.8304,1.8005,-
1.875,1 7/8,16,UN,3B,1 7/8-16 UN 3B,1.875-16 UN 3B,-,-,1.8750,-,1.8396,1.8344,1.8158,1.8070
1.875,1 7/8,18,UNS,2A,1 7/8-18 UNS 2A,1.875-18 UNS 2A,0.0015,1.8735,1.8648,-,1.8374,1.8323,1.8074,-
1.875,1 7/8,18,UNS,2B,1 7/8-18 UNS 2B,1.875-18 UNS 2B,-,-,1.8750,-,1.8455,1.8389,1.8280,1.8150
1.875,1 7/8,20,UN,2A,1 7/8-20 UN 2A,1.875-20 UN 2A,0.0015,1.8735,1.8654,-,1.8410,1.8362,1.8140,-
1.875,1 7/8,20,UN,2B,1 7/8-20 UN 2B,1.875-20 UN 2B,-,-,1.8750,-,1.8488,1.8425,1.8320,1.8210
1.875,1 7/8,20,UN,3A,1 7/8-20 UN 3A,1.875-20 UN 3A,0,1.8750,1.8669,-,1.8425,1.8389,1.8155,-
1.875,1 7/8,20,UN,3B,1 7/8-20 UN 3B,1.875-20 UN 3B,-,-,1.8750,-,1.8472,1.8425,1.8287,1.8210
1.938,1 15/16,6,UN,2A,1 15/16-6 UN 2A,1.938-6 UN 2A,0.0026,1.9349,1.9167,-,1.8266,1.8181,1.7365,-
1.938,1 15/16,6,UN,2B,1 15/16-6 UN 2B,1.938-6 UN 2B,-,-,1.9375,-,1.8403,1.8292,1.7880,1.7570
1.938,1 15/16,6,UN,3A,1 15/16-6 UN 3A,1.938-6 UN 3A,0,1.9375,1.9193,-,1.8292,1.8228,1.7391,-
1.938,1 15/16,6,UN,3B,1 15/16-6 UN 3B,1.938-6 UN 3B,-,-,1.9375,-,1.8375,1.8292,1.7771,1.7570
1.938,1 15/16,8,UN,2A,1 15/16-8 UN 2A,1.938-8 UN 2A,0.0023,1.9352,1.9202,-,1.8540,1.8463,1.7864,-
1.938,1 15/16,8,UN,2B,1 15/16-8 UN 2B,1.938-8 UN 2B,-,-,1.9375,-,1.8663,1.8563,1.8270,1.8020
1.938,1 15/16,8,UN,3A,1 15/16-8 UN 3A,1.938-8 UN 3A,0,1.9375,1.9225,-,1.8563,1.8505,1.7887,-
1.938,1 15/16,8,UN,3B,1 15/16-8 UN 3B,1.938-8 UN 3B,-,-,1.9375,-,1.8638,1.8563,1.8172,1.8020
